---------Preisupdate vom 09.02.2015 ----------
Artikelnr 100640 : Preis Neu => 1.60, region = 2001
Artikelnr 801530 : Preis Neu => 1.48, region = 2009
Artikelnr 801536 : Preis Neu => 1.78, region = 2009
Artikelnr 801540 : Preis Neu => 0.07, region = 2009
Artikelnr 801541 : Preis Neu => 0.16, region = 2009
Artikelnr 801574 : Preis Neu => 0.24, region = 2009
Artikelnr 801580 : Preis Neu => 1.50, region = 2009
Artikelnr 801585 : Preis Neu => 0.00, region = 2009
Artikelnr 801599 : Preis Neu => 8.44, region = 2009
Artikelnr 801673 : Preis Neu => 0.47, region = 2009
Artikelnr 801675 : Preis Neu => 0.60, region = 2009
Artikelnr 801676 : Preis Neu => 1.01, region = 2009
Artikelnr 801677 : Preis Neu => 1.55, region = 2009
Artikelnr 801678 : Preis Neu => 0.37, region = 2009
Artikelnr 801679 : Preis Neu => 0.22, region = 2009
Artikelnr 801698 : Preis Neu => 14.11, region = 2009
Artikelnr 801712 : Preis Neu => 1.69, region = 2009
Artikelnr 801714 : Preis Neu => 0.00, region = 2009
Artikelnr 801715 : Preis Neu => 0.00, region = 2009
Artikelnr 801717 : Preis Neu => 0.00, region = 2009
Artikelnr 801718 : Preis Neu => 0.00, region = 2009
Artikelnr 801719 : Preis Neu => 0.78, region = 2009
Artikelnr 801720 : Preis Neu => 0.88, region = 2009
Artikelnr 801721 : Preis Neu => 0.05, region = 2009
Artikelnr 801722 : Preis Neu => 0.07, region = 2009
Artikelnr 801745 : Preis Neu => 0.00, region = 2009
Artikelnr 801746 : Preis Neu => 8.54, region = 2009
Artikelnr 801747 : Preis Neu => 9.12, region = 2009
Artikelnr 801748 : Preis Neu => 6.26, region = 2009
Artikelnr 801749 : Preis Neu => 1.10, region = 2009
Artikelnr 801753 : Preis Neu => 0.71, region = 2009
Artikelnr 801757 : Preis Neu => 0.00, region = 2009
Artikelnr 801758 : Preis Neu => 191.97, region = 2009
Artikelnr 801765 : Preis Neu => 1.74, region = 2009
Artikelnr 801766 : Preis Neu => 0.18, region = 2009
Artikelnr 801777 : Preis Neu => 1.02, region = 2009
Artikelnr 801870 : Preis Neu => 0.67, region = 2009
Artikelnr 801881 : Preis Neu => 15.18, region = 2009
Artikelnr 801900 : Preis Neu => 12.02, region = 2009
Artikelnr 801911 : Preis Neu => 8.69, region = 2009
Artikelnr 801923 : Preis Neu => 10.51, region = 2009
Artikelnr 801935 : Preis Neu => 5.88, region = 2009
Artikelnr 801947 : Preis Neu => 20.43, region = 2009
Artikelnr 801959 : Preis Neu => 8.90, region = 2009
Artikelnr 801960 : Preis Neu => 8.23, region = 2009
Artikelnr 801972 : Preis Neu => 25.82, region = 2009
Artikelnr 801984 : Preis Neu => 20.43, region = 2009
Artikelnr 801996 : Preis Neu => 10.20, region = 2009
Artikelnr 802010 : Preis Neu => 0.21, region = 2009
Artikelnr 802022 : Preis Neu => 0.24, region = 2009
Artikelnr 802034 : Preis Neu => 0.24, region = 2009
Artikelnr 802046 : Preis Neu => 0.24, region = 2009
Artikelnr 802058 : Preis Neu => 0.19, region = 2009
Artikelnr 802060 : Preis Neu => 0.24, region = 2009
Artikelnr 802071 : Preis Neu => 0.19, region = 2009
Artikelnr 802083 : Preis Neu => 0.24, region = 2009
Artikelnr 802095 : Preis Neu => 0.24, region = 2009
Artikelnr 802101 : Preis Neu => 0.24, region = 2009
Artikelnr 802290 : Preis Neu => 0.13, region = 2009
Artikelnr 802356 : Preis Neu => 13.80, region = 2009
Artikelnr 802370 : Preis Neu => 0.03, region = 2009
Artikelnr 802400 : Preis Neu => 0.63, region = 2009
Artikelnr 802411 : Preis Neu => 2.27, region = 2009
Artikelnr 802447 : Preis Neu => 0.00, region = 2009
Artikelnr 802800 : Preis Neu => 0.11, region = 2009
Artikelnr 802861 : Preis Neu => 0.47, region = 2009
Artikelnr 803014 : Preis Neu => 14.83, region = 2009
Artikelnr 803026 : Preis Neu => 1.74, region = 2009
Artikelnr 803117 : Preis Neu => 3.89, region = 2009
Artikelnr 803178 : Preis Neu => 0.20, region = 2009
Artikelnr 803245 : Preis Neu => 3.88, region = 2009
Artikelnr 803300 : Preis Neu => 96.30, region = 2009
Artikelnr 803350 : Preis Neu => 0.24, region = 2009
Artikelnr 803750 : Preis Neu => 1.02, region = 2009
Artikelnr 803786 : Preis Neu => 1.02, region = 2009
Artikelnr 803828 : Preis Neu => 0.99, region = 2009
Artikelnr 803956 : Preis Neu => 0.33, region = 2009
Artikelnr 803970 : Preis Neu => 8.74, region = 2009
Artikelnr 804018 : Preis Neu => 0.49, region = 2009
Artikelnr 804110 : Preis Neu => 1.02, region = 2009
Artikelnr 804249 : Preis Neu => 1.29, region = 2009
Artikelnr 804377 : Preis Neu => 1.28, region = 2009
Artikelnr 804493 : Preis Neu => 12.14, region = 2009
Artikelnr 804523 : Preis Neu => 0.61, region = 2009
Artikelnr 804535 : Preis Neu => 0.29, region = 2009
Artikelnr 804559 : Preis Neu => 0.38, region = 2009
Artikelnr 804560 : Preis Neu => 0.64, region = 2009
Artikelnr 804572 : Preis Neu => 1.68, region = 2009
Artikelnr 804584 : Preis Neu => 13.53, region = 2009
Artikelnr 804596 : Preis Neu => 0.34, region = 2009
Artikelnr 804614 : Preis Neu => 4.58, region = 2009
Artikelnr 804651 : Preis Neu => 0.27, region = 2009
Artikelnr 804663 : Preis Neu => 3.90, region = 2009
Artikelnr 804687 : Preis Neu => 8.76, region = 2009
Artikelnr 804699 : Preis Neu => 3.25, region = 2009
Artikelnr 804705 : Preis Neu => 4.63, region = 2009
Artikelnr 804717 : Preis Neu => 3.23, region = 2009
Artikelnr 804729 : Preis Neu => 1.15, region = 2009
Artikelnr 804924 : Preis Neu => 343.00, region = 2009
Artikelnr 805011 : Preis Neu => 2.20, region = 2009
Artikelnr 805023 : Preis Neu => 1.02, region = 2009
Artikelnr 805035 : Preis Neu => 1.01, region = 2009
Artikelnr 805047 : Preis Neu => 1.48, region = 2009
Artikelnr 805059 : Preis Neu => 1.01, region = 2009
Artikelnr 805072 : Preis Neu => 0.39, region = 2009
Artikelnr 805102 : Preis Neu => 0.03, region = 2009
Artikelnr 805126 : Preis Neu => 6.11, region = 2009
Artikelnr 805138 : Preis Neu => 1.52, region = 2009
Artikelnr 805175 : Preis Neu => 34.06, region = 2009
Artikelnr 805205 : Preis Neu => 0.32, region = 2009
Artikelnr 805217 : Preis Neu => 0.32, region = 2009
Artikelnr 805229 : Preis Neu => 0.40, region = 2009
Artikelnr 805278 : Preis Neu => 18.66, region = 2009
Artikelnr 805308 : Preis Neu => 0.05, region = 2009
Artikelnr 805310 : Preis Neu => 0.06, region = 2009
Artikelnr 805321 : Preis Neu => 0.37, region = 2009
Artikelnr 805345 : Preis Neu => 0.89, region = 2009
Artikelnr 805357 : Preis Neu => 0.41, region = 2009
Artikelnr 805370 : Preis Neu => 0.11, region = 2009
Artikelnr 805400 : Preis Neu => 1.96, region = 2009
Artikelnr 805412 : Preis Neu => 0.02, region = 2009
Artikelnr 805473 : Preis Neu => 2.99, region = 2009
Artikelnr 805503 : Preis Neu => 2.04, region = 2009
Artikelnr 805515 : Preis Neu => 8.69, region = 2009
Artikelnr 805758 : Preis Neu => 15.90, region = 2009
Artikelnr 805760 : Preis Neu => 9.97, region = 2009
Artikelnr 805837 : Preis Neu => 0.49, region = 2009
Artikelnr 805849 : Preis Neu => 1.37, region = 2009
Artikelnr 805850 : Preis Neu => 0.32, region = 2009
Artikelnr 805874 : Preis Neu => 2.40, region = 2009
Artikelnr 805904 : Preis Neu => 10.40, region = 2009
Artikelnr 805916 : Preis Neu => 0.00, region = 2009
Artikelnr 805928 : Preis Neu => 0.00, region = 2009
Artikelnr 805930 : Preis Neu => 0.37, region = 2009
Artikelnr 805953 : Preis Neu => 0.22, region = 2009
Artikelnr 805989 : Preis Neu => 1.32, region = 2009
Artikelnr 805990 : Preis Neu => 45.73, region = 2009
Artikelnr 806027 : Preis Neu => 0.92, region = 2009
Artikelnr 806064 : Preis Neu => 5.35, region = 2009
Artikelnr 806076 : Preis Neu => 22.37, region = 2009
Artikelnr 806167 : Preis Neu => 55.14, region = 2009
Artikelnr 806179 : Preis Neu => 13.15, region = 2009
Artikelnr 806192 : Preis Neu => 6.13, region = 2009
Artikelnr 806260 : Preis Neu => 12.14, region = 2009
Artikelnr 806283 : Preis Neu => 73.98, region = 2009
Artikelnr 806325 : Preis Neu => 5.01, region = 2009
Artikelnr 806404 : Preis Neu => 1.50, region = 2009
Artikelnr 806465 : Preis Neu => 4.20, region = 2009
Artikelnr 806520 : Preis Neu => 9.82, region = 2009
Artikelnr 806532 : Preis Neu => 10.53, region = 2009
Artikelnr 806544 : Preis Neu => 12.19, region = 2009
Artikelnr 806556 : Preis Neu => 14.47, region = 2009
Artikelnr 806611 : Preis Neu => 1.12, region = 2009
Artikelnr 806647 : Preis Neu => 1.40, region = 2009
Artikelnr 806659 : Preis Neu => 0.79, region = 2009
Artikelnr 806660 : Preis Neu => 0.28, region = 2009
Artikelnr 806672 : Preis Neu => 1.66, region = 2009
Artikelnr 806684 : Preis Neu => 19.76, region = 2009
Artikelnr 806696 : Preis Neu => 27.30, region = 2009
Artikelnr 806714 : Preis Neu => 0.50, region = 2009
Artikelnr 806726 : Preis Neu => 0.50, region = 2009
Artikelnr 806740 : Preis Neu => 0.24, region = 2009
Artikelnr 806775 : Preis Neu => 0.53, region = 2009
Artikelnr 806908 : Preis Neu => 7.40, region = 2009
Artikelnr 806982 : Preis Neu => 1.54, region = 2009
Artikelnr 807019 : Preis Neu => 0.15, region = 2009
Artikelnr 807020 : Preis Neu => 1.94, region = 2009
Artikelnr 807032 : Preis Neu => 2.24, region = 2009
Artikelnr 807044 : Preis Neu => 0.51, region = 2009
Artikelnr 807056 : Preis Neu => 0.39, region = 2009
Artikelnr 807081 : Preis Neu => 0.04, region = 2009
Artikelnr 807093 : Preis Neu => 0.88, region = 2009
Artikelnr 807111 : Preis Neu => 0.05, region = 2009
Artikelnr 807135 : Preis Neu => 0.49, region = 2009
Artikelnr 807147 : Preis Neu => 0.00, region = 2009
Artikelnr 807159 : Preis Neu => 0.00, region = 2009
Artikelnr 807184 : Preis Neu => 0.25, region = 2009
Artikelnr 807214 : Preis Neu => 0.31, region = 2009
Artikelnr 807226 : Preis Neu => 0.10, region = 2009
Artikelnr 807238 : Preis Neu => 9.17, region = 2009
Artikelnr 807251 : Preis Neu => 0.09, region = 2009
Artikelnr 807287 : Preis Neu => 448.00, region = 2009
Artikelnr 807378 : Preis Neu => 2.45, region = 2009
Artikelnr 807380 : Preis Neu => 0.01, region = 2009
Artikelnr 807482 : Preis Neu => 0.00, region = 2009
Artikelnr 807494 : Preis Neu => 2.11, region = 2009
Artikelnr 807500 : Preis Neu => 5.97, region = 2009
Artikelnr 807536 : Preis Neu => 0.52, region = 2009
Artikelnr 807573 : Preis Neu => 0.18, region = 2009
Artikelnr 807585 : Preis Neu => 0.26, region = 2009
Artikelnr 807597 : Preis Neu => 0.26, region = 2009
Artikelnr 807603 : Preis Neu => 0.26, region = 2009
Artikelnr 807615 : Preis Neu => 0.27, region = 2009
Artikelnr 807627 : Preis Neu => 0.26, region = 2009
Artikelnr 807639 : Preis Neu => 0.18, region = 2009
Artikelnr 807640 : Preis Neu => 0.26, region = 2009
Artikelnr 807688 : Preis Neu => 0.20, region = 2009
Artikelnr 807731 : Preis Neu => 0.22, region = 2009
Artikelnr 807743 : Preis Neu => 0.26, region = 2009
Artikelnr 807755 : Preis Neu => 5.24, region = 2009
Artikelnr 807779 : Preis Neu => 0.01, region = 2009
Artikelnr 807780 : Preis Neu => 0.00, region = 2009
Artikelnr 807792 : Preis Neu => 0.00, region = 2009
Artikelnr 807809 : Preis Neu => 0.21, region = 2009
Artikelnr 807846 : Preis Neu => 0.30, region = 2009
Artikelnr 807858 : Preis Neu => 0.32, region = 2009
Artikelnr 807860 : Preis Neu => 4.73, region = 2009
Artikelnr 807883 : Preis Neu => 46.38, region = 2009
Artikelnr 807913 : Preis Neu => 20.63, region = 2009
Artikelnr 807925 : Preis Neu => 26.51, region = 2009
Artikelnr 808000 : Preis Neu => 12.57, region = 2009
Artikelnr 808036 : Preis Neu => 11.35, region = 2009
Artikelnr 808048 : Preis Neu => 12.27, region = 2009
Artikelnr 808050 : Preis Neu => 4.80, region = 2009
Artikelnr 808073 : Preis Neu => 0.00, region = 2009
Artikelnr 808085 : Preis Neu => 0.37, region = 2009
Artikelnr 808115 : Preis Neu => 0.13, region = 2009
Artikelnr 808127 : Preis Neu => 0.17, region = 2009
Artikelnr 808139 : Preis Neu => 0.32, region = 2009
Artikelnr 808140 : Preis Neu => 51.88, region = 2009
Artikelnr 808152 : Preis Neu => 0.13, region = 2009
Artikelnr 808164 : Preis Neu => 0.40, region = 2009
Artikelnr 808188 : Preis Neu => 0.98, region = 2009
Artikelnr 808220 : Preis Neu => 0.61, region = 2009
Artikelnr 808231 : Preis Neu => 0.48, region = 2009
Artikelnr 808309 : Preis Neu => 2.10, region = 2009
Artikelnr 808358 : Preis Neu => 6.83, region = 2009
Artikelnr 808425 : Preis Neu => 0.36, region = 2009
Artikelnr 808450 : Preis Neu => 0.00, region = 2009
Artikelnr 808462 : Preis Neu => 0.38, region = 2009
Artikelnr 808486 : Preis Neu => 3.95, region = 2009
Artikelnr 808498 : Preis Neu => 1.70, region = 2009
Artikelnr 808530 : Preis Neu => 0.01, region = 2009
Artikelnr 808607 : Preis Neu => 42.45, region = 2009
Artikelnr 808619 : Preis Neu => 19.90, region = 2009
Artikelnr 808772 : Preis Neu => 0.89, region = 2009
Artikelnr 808991 : Preis Neu => 1.46, region = 2009
Artikelnr 809016 : Preis Neu => 280.14, region = 2009
Artikelnr 809028 : Preis Neu => 2.90, region = 2009
Artikelnr 809065 : Preis Neu => 2.12, region = 2009
Artikelnr 809090 : Preis Neu => 1.15, region = 2009
Artikelnr 809132 : Preis Neu => 26.36, region = 2009
Artikelnr 809181 : Preis Neu => 1.17, region = 2009
Artikelnr 809284 : Preis Neu => 3.37, region = 2009
Artikelnr 809351 : Preis Neu => 1.49, region = 2009
Artikelnr 809375 : Preis Neu => 20.35, region = 2009
Artikelnr 809387 : Preis Neu => 21.25, region = 2009
Artikelnr 809405 : Preis Neu => 3.87, region = 2009
Artikelnr 809491 : Preis Neu => 1.64, region = 2009
Artikelnr 809521 : Preis Neu => 0.18, region = 2009
Artikelnr 809557 : Preis Neu => 4.15, region = 2009
Artikelnr 809650 : Preis Neu => 2.12, region = 2009
Artikelnr 809697 : Preis Neu => 0.16, region = 2009
Artikelnr 809752 : Preis Neu => 0.13, region = 2009
Artikelnr 809764 : Preis Neu => 3.42, region = 2009
Artikelnr 810114 : Preis Neu => 1293.60, region = 2009
Artikelnr 810126 : Preis Neu => 25.56, region = 2009
Artikelnr 810138 : Preis Neu => 93.06, region = 2009
Artikelnr 810140 : Preis Neu => 67.49, region = 2009
Artikelnr 810151 : Preis Neu => 83.75, region = 2009
Artikelnr 810163 : Preis Neu => 80.34, region = 2009
Artikelnr 810175 : Preis Neu => 69.21, region = 2009
Artikelnr 810187 : Preis Neu => 134.50, region = 2009
Artikelnr 810199 : Preis Neu => 7.18, region = 2009
Artikelnr 810205 : Preis Neu => 6.14, region = 2009
Artikelnr 810217 : Preis Neu => 25.38, region = 2009
Artikelnr 810242 : Preis Neu => 6.58, region = 2009
Artikelnr 810254 : Preis Neu => 35.13, region = 2009
Artikelnr 810266 : Preis Neu => 2.40, region = 2009
Artikelnr 810278 : Preis Neu => 2.49, region = 2009
Artikelnr 810280 : Preis Neu => 0.98, region = 2009
Artikelnr 810291 : Preis Neu => 3.45, region = 2009
Artikelnr 810308 : Preis Neu => 0.48, region = 2009
Artikelnr 810310 : Preis Neu => 0.47, region = 2009
Artikelnr 810321 : Preis Neu => 5.92, region = 2009
Artikelnr 810333 : Preis Neu => 0.76, region = 2009
Artikelnr 810345 : Preis Neu => 2.27, region = 2009
Artikelnr 810357 : Preis Neu => 4.80, region = 2009
Artikelnr 810369 : Preis Neu => 0.89, region = 2009
Artikelnr 810370 : Preis Neu => 0.37, region = 2009
Artikelnr 810394 : Preis Neu => 4.15, region = 2009
Artikelnr 810450 : Preis Neu => 2.86, region = 2009
Artikelnr 810485 : Preis Neu => 1.83, region = 2009
Artikelnr 810503 : Preis Neu => 117.09, region = 2009
Artikelnr 810539 : Preis Neu => 5.39, region = 2009
Artikelnr 810564 : Preis Neu => 23.60, region = 2009
Artikelnr 810588 : Preis Neu => 49.60, region = 2009
Artikelnr 810618 : Preis Neu => 25.94, region = 2009
Artikelnr 810620 : Preis Neu => 18.22, region = 2009
Artikelnr 810631 : Preis Neu => 10.63, region = 2009
Artikelnr 810680 : Preis Neu => 0.41, region = 2009
Artikelnr 810709 : Preis Neu => 23.56, region = 2009
Artikelnr 810710 : Preis Neu => 34.40, region = 2009
Artikelnr 810722 : Preis Neu => 52.15, region = 2009
Artikelnr 810746 : Preis Neu => 11.26, region = 2009
Artikelnr 810758 : Preis Neu => 7.95, region = 2009
Artikelnr 810760 : Preis Neu => 10.02, region = 2009
Artikelnr 810771 : Preis Neu => 56.40, region = 2009
Artikelnr 810783 : Preis Neu => 67.80, region = 2009
Artikelnr 810837 : Preis Neu => 12.70, region = 2009
Artikelnr 810849 : Preis Neu => 18.70, region = 2009
Artikelnr 810862 : Preis Neu => 0.66, region = 2009
Artikelnr 810874 : Preis Neu => 1.06, region = 2009
Artikelnr 810886 : Preis Neu => 1.50, region = 2009
Artikelnr 810930 : Preis Neu => 17.93, region = 2009
Artikelnr 811015 : Preis Neu => 710.00, region = 2009
Artikelnr 811027 : Preis Neu => 19.94, region = 2009
Artikelnr 811039 : Preis Neu => 39.24, region = 2009
Artikelnr 811040 : Preis Neu => 42.39, region = 2009
Artikelnr 811052 : Preis Neu => 35.89, region = 2009
Artikelnr 811064 : Preis Neu => 22.40, region = 2009
Artikelnr 811076 : Preis Neu => 30.34, region = 2009
Artikelnr 811088 : Preis Neu => 12.00, region = 2009
Artikelnr 811090 : Preis Neu => 3.85, region = 2009
Artikelnr 811106 : Preis Neu => 4.72, region = 2009
Artikelnr 811118 : Preis Neu => 11.36, region = 2009
Artikelnr 811131 : Preis Neu => 14.91, region = 2009
Artikelnr 811143 : Preis Neu => 2.58, region = 2009
Artikelnr 811155 : Preis Neu => 1.62, region = 2009
Artikelnr 811167 : Preis Neu => 1.81, region = 2009
Artikelnr 811192 : Preis Neu => 0.58, region = 2009
Artikelnr 811209 : Preis Neu => 0.31, region = 2009
Artikelnr 811234 : Preis Neu => 0.32, region = 2009
Artikelnr 811246 : Preis Neu => 0.81, region = 2009
Artikelnr 811258 : Preis Neu => 0.46, region = 2009
Artikelnr 811260 : Preis Neu => 0.08, region = 2009
Artikelnr 811283 : Preis Neu => 4.43, region = 2009
Artikelnr 811350 : Preis Neu => 9.77, region = 2009
Artikelnr 811386 : Preis Neu => 0.02, region = 2009
Artikelnr 811404 : Preis Neu => 0.06, region = 2009
Artikelnr 811428 : Preis Neu => 5.30, region = 2009
Artikelnr 811465 : Preis Neu => 24.01, region = 2009
Artikelnr 811477 : Preis Neu => 583.00, region = 2009
Artikelnr 811507 : Preis Neu => 1.20, region = 2009
Artikelnr 811519 : Preis Neu => 1.36, region = 2009
Artikelnr 811570 : Preis Neu => 19.25, region = 2009
Artikelnr 811581 : Preis Neu => 1.76, region = 2009
Artikelnr 811593 : Preis Neu => 2.88, region = 2009
Artikelnr 811600 : Preis Neu => 1.01, region = 2009
Artikelnr 811623 : Preis Neu => 0.74, region = 2009
Artikelnr 811635 : Preis Neu => 1.25, region = 2009
Artikelnr 811647 : Preis Neu => 0.46, region = 2009
Artikelnr 811660 : Preis Neu => 0.01, region = 2009
Artikelnr 811672 : Preis Neu => 0.23, region = 2009
Artikelnr 811684 : Preis Neu => 17.99, region = 2009
Artikelnr 811696 : Preis Neu => 8.90, region = 2009
Artikelnr 811726 : Preis Neu => 70.00, region = 2009
Artikelnr 811763 : Preis Neu => 0.47, region = 2009
Artikelnr 811787 : Preis Neu => 0.14, region = 2009
Artikelnr 811799 : Preis Neu => 0.14, region = 2009
Artikelnr 811805 : Preis Neu => 0.69, region = 2009
Artikelnr 811817 : Preis Neu => 2.86, region = 2009
Artikelnr 811829 : Preis Neu => 0.75, region = 2009
Artikelnr 811866 : Preis Neu => 0.57, region = 2009
Artikelnr 811891 : Preis Neu => 0.70, region = 2009
Artikelnr 811910 : Preis Neu => 0.83, region = 2009
Artikelnr 811982 : Preis Neu => 4.82, region = 2009
Artikelnr 811994 : Preis Neu => 130.00, region = 2009
Artikelnr 812019 : Preis Neu => 0.44, region = 2009
Artikelnr 812159 : Preis Neu => 1.12, region = 2009
Artikelnr 812482 : Preis Neu => 0.10, region = 2009
Artikelnr 812524 : Preis Neu => 0.19, region = 2009
Artikelnr 812536 : Preis Neu => 1.10, region = 2009
Artikelnr 812550 : Preis Neu => 0.20, region = 2009
Artikelnr 812558 : Preis Neu => 8.89, region = 2009
Artikelnr 812597 : Preis Neu => 1.64, region = 2009
Artikelnr 812603 : Preis Neu => 1.60, region = 2009
Artikelnr 812640 : Preis Neu => 6.33, region = 2009
Artikelnr 812664 : Preis Neu => 5.68, region = 2009
Artikelnr 812676 : Preis Neu => 3.92, region = 2009
Artikelnr 812706 : Preis Neu => 2.12, region = 2009
Artikelnr 812718 : Preis Neu => 0.11, region = 2009
Artikelnr 812720 : Preis Neu => 9.17, region = 2009
Artikelnr 812767 : Preis Neu => 253.09, region = 2009
Artikelnr 812846 : Preis Neu => 3.85, region = 2009
Artikelnr 812860 : Preis Neu => 2.81, region = 2009
Artikelnr 812871 : Preis Neu => 0.03, region = 2009
Artikelnr 812883 : Preis Neu => 2.81, region = 2009
Artikelnr 812895 : Preis Neu => 0.08, region = 2009
Artikelnr 812901 : Preis Neu => 12.84, region = 2009
Artikelnr 812937 : Preis Neu => 0.13, region = 2009
Artikelnr 812950 : Preis Neu => 0.28, region = 2009
